,News,All,SVO
0,20200416_0,精測VPC發威 去年躋身全球半導體探針卡前20強半導體測試介面大廠精測 () 今 (16) 日指出，隨著垂直式探針卡 (VPC) 發展成效顯現，據半導體研調機構 VLSI 最新報告顯示，精測去年在全球半導體探針卡 (Semiconductor Probe Cards) 的排名，從前一年度的第 24 名竄升至第 18 名，躋身全球前 20 強。精測指出，公司專注半導體測試介面的技術研發，積極擴大市場及產品應用別，包括一開始的低層數印刷電路板 (PCB)、高階多層的 IC 測試板、晶圓測試板，到現在的垂直式探針卡 (VPC) 產品，皆是各領域的重要角色。精測表示，隨著半導體測試介面的產品到位，並完成全球布局，有助分散市場系統性風險，單一客戶對公司影響有限，且當客戶提出的價格與公司追求穩定毛利率的營運目標衝突時，公司將以後者為優先，並鞭策自家團隊與客戶，共同挑戰高獲利的次世代技術研發。精測第 1 季受惠客戶持續布局 5G 產品，基地台射頻、手機處理器晶片需求強勁，推升 VPC(垂直式探針卡) 業績成長，營收達 9 億元，年增 48.51%，創同期新高。,"[['第 24名竄', '升至', '第 18名'], ['精測', '指出', '公司專注技術研發'], ['公司', '專注', '技術研發'], ['產品', '皆是', '重要角色'], ['客戶提出價格', '追求', '穩定毛利率'], ['公司', '追求', '穩定毛利率'], ['以後者', '爲', '優先']]"
0,20200416_1,台積電ADR大漲預期心理帶動 台指期夜盤漲逾百點重返10400點16 日在台積電 ()ADR 大漲下，不受美股開高走低影響，夜盤大漲逾百點，重返 10400 點之上，也可望帶動周五 (17 日) 台股表現。台積電法說會後，市場正向看待，下午即一度大漲逾百點，晚間美股開盤後，台積電更是 ADR 大漲超過 6%。市場預期，台北股市 17 日可望同步走揚，也跟進表態，晚間再度上漲逾百點，最高來到 10421 點，台北時間晚間 11 點左右，暫在 10400 點上方震盪。而台積電釋出高速運算 (HPC) 需求強勁，並維持資本支出，也激勵供應設備的艾斯摩爾 (ASML)、客戶之一的超微半導體 (AMD) 雙雙走揚，法人看好，台股中的台積概念族群，也將成為 17 日的盤面觀察重點。,"[['大漲預期心理', '帶動', '百點重返'], ['美股', '開', '高'], ['臺積電法', '說', '會'], ['臺積概念族羣', '成爲', '盤面觀察重點']]"
0,20200416_2,新iPhone SE問世 外資點名4家台廠為主要受惠者蘋果發表新款 iPhone SE 上市，美系外資點名，晶圓代工台積電 ()、鏡頭廠玉晶光 ()、組裝代工廠鴻海 () 及和碩 () ，將成台系供應鏈主要受惠者。美系外資指出，新 iPhone SE 顯示器採用 4.3 吋 LCD 面板、鋁框外殼及玻璃背蓋，並採用 Touch ID 指紋辨識，鏡頭則是前後各一顆，後鏡頭具備光學防手震 (OIS) 功能，前鏡頭則未支援臉部辨識 (Face ID)。此外，新 iPhone SE 處理器，採用與 iPhone 11 系列相同的 A13 晶片，電池則與 iPhone 8 相同；記憶體部分，RAM 容量為 3GB，同樣分為 64/128/256 GB 儲存規格，售價分別為 399/499/599 美元，共有黑、白、紅三種顏色可選擇。美系外資認為，台積電依舊全額吃下處理器晶片代工訂單，鏡頭則由大立光 ()、玉晶光均分，下游組裝代工預計由和碩拿下 50% 的訂單，鴻海拿下 45%，剩下 5% 由緯創 () 負責。美系外資預估，新的 iPhone SE 第 2 季銷量可望達 900 萬支，不過，受疫情影響，全年預估 2000 萬支，處於市場共識的 2000-2500 萬支低標。至於 iPhone 12，美系外資重申，蘋果可望在 9 月下旬推出 6.1 吋的版本，但 5.4 吋、6.7 吋的版本可能會延後 1-2 個月推出，預計下半年 iPhone 12 的出貨量將達 6800 萬支。,"[['爲主要受惠者蘋果', '發表', 'SEiPhone上市'], ['鏡頭', '是', '各一顆'], ['前鏡頭', '支援', '臉部辨識'], ['iPhoneSE處理器', '採用', 'A13晶片'], ['RAM容量', '爲', '分爲 64/128/256 GB 儲存規格'], ['售價分別', '爲', '499599美元'], ['美系外資', '認爲', '臺積電喫處理器晶片代工訂單'], ['臺積電', '喫', '處理器晶片代工訂單'], ['美系外資', '預估', '新的 iPhone SE 第 2 季銷量可望達 900 萬支'], ['蘋果', '可望', '推出6.1吋版本'], ['12出貨量', '達', '萬支']]"
0,20200416_3,〈台積電法說〉下修今年展望、3奈米進程、美限制華為影響 一文看懂八大重點晶圓代工龍頭台積電 () 今 (16) 日召開法說會，除第 1 季財報，營運展望、先進製程進度及今年營收與晶圓代工產值等預估，都是國內外法人高度關注的焦點，也將牽動台股後市表現。《鉅亨網》幫讀者整理法說會的八大重點，讓讀者一文看懂。台積電第 2 季財測數字，營收估達 101 至 104 億美元，季減 2.04% 至季增 0.87%，有機會再改寫去年第 4 季寫下的新高紀錄。總裁魏哲家表示，目前未看到客戶需求趨緩，高效運算產品受惠居家工作等需求驅動，較 3 個月前更為強勁，近來包括平板、遊戲機需求均成長，PC 則持平。不過，近來受疫情影響，手機需求已較先前預期疲弱，台積電保守看待下半年市場狀況，預估營收將較上半年持平至微幅衰退。法人估全年營收仍可望續站穩兆元之上。台積電第 2 季毛利率估 50-52%，營益率估 39-41%，毛利率高標優於第 1 季的 51.8%，營益率則與第 1 季的 41.4% 相近，雙率均可望續站穩高檔。受疫情影響，台積電下修今年產業與公司展望，估晶圓代工產值年增 7-13%，低於上季預估的 17 %，就台積電而言，受惠高效運算動能優預期，樂觀看今年營收仍可成長 14-19%，中位數為 16.5%，略低於上次預估，不過打破市場估下修到僅年增個位數的傳言。即便肺炎疫情帶來不確定性，台積電仍看好未來幾年高效運算、5G 需求，因此將持續布局先進製程，重申今年資本支出金額維持不變，約 150 至 160 億美元。從四大平台來看，以美元計價，今年高效運算、智慧型手機營收成長仍會高於公司整體平均，物聯網接近公司成長幅度，汽車應用則低於平均。魏哲家表示，3 奈米進度符合預期，研發未受疫情影響，預計 2021 年進入風險性試產，目標 2022 年下半年量產；在評估所有不同的技術選項後，台積電決定採用 FinFET(鰭式場效電晶體) 架構，可提供更具成本與效能的方案。至於 5 奈米，魏哲家說明，設計導入均照進度進行中，表現優於預期，下半年會順利量產，貢獻營收，且產能將快速拉升，目前主要客戶平台為手機及高效運算，未來可能會有物聯網平台客戶加入。由於 5G 動能較預期強勁，台積電去年 10 月法說會時，上調今年 5G 手機滲透率預估至 15%，魏哲家表示，客戶持續佈局 5G 基建與手機，今年需求仍強勁，全年 5G 手機滲透率預估沒有調整。不過，魏哲家認為，在疫情影響下，今年全球手機出貨量估將衰退 7-9%，在整體手機規模減少下，5G 手機出貨也同步下修，但 5G 採用矽產品的需求較 4G 高出很多，仍支撐台積電今年營收成長。對於美國政府將進一步擴大對華為的限制，董事長劉德音表示，儘管結果尚未出爐，但台積電研擬過各種情境，短期內營運將受影響，將與客戶進行動態性合作，採取適當措施，降低對營運的影響。不過，長期來看，在大趨勢持續下，供應鏈將重新調整，並取得平衡。,"[['召開法', '說', '會'], ['等財報預估', '都是', '國內外法人關注焦點'], ['季財測數字', '營收估達', '104億美元'], ['魏哲家', '表示', '看到需求驅動'], ['營收', '持平至', '微幅衰退'], ['法人', '估', '營收站'], ['毛利率高標', '優於', ' 季51.8%'], ['雙率', '站穩', '高檔'], ['臺積電', '修', '今年產業展望'], ['中位數', '成長', '16.5%'], ['僅年', '增', '個位數'], ['肺炎疫情', '帶來', '不確定性'], ['臺積電', '看好', '高效運算'], ['高效運算成長', '高於', '整體平均'], ['物聯網', '接近', '公司成長幅度'], ['汽車應用', '低於', '平均'], ['魏哲家', '表示', '奈米進度符合預期'], ['奈米進度', '符合', '預期'], ['研發', '受', '疫情影響'], ['2021年', '進入', '風險性試產'], ['臺積電', '決定', '採用FinFET鰭式場效電晶體架構'], ['魏哲家', '說明', '表現優於預期'], ['表現', '優於', '預期'], ['客戶平臺', '爲', '手機運算'], ['10月法', '說', '會'], ['10月法', '說', '會'], ['魏哲家', '表示', '強勁'], ['魏哲家', '認爲', '高'], ['5G', '採用', '矽產品'], ['需求', '高', '4G'], ['美國政府', '擴大', '對限制'], ['董事長劉德音', '表示', '臺積電研各種情境'], ['臺積電', '研', '各種情境'], ['將', '受', '影響']]"
0,20200416_4,〈台積電法說〉下修今年展望仍優預期 台積電ADR早盤大漲逾6%晶圓代工龍頭台積電 ()() 今 (16) 日召開線上法說會，首季純益續寫新猷，季增 0.8%，每股賺 4.51 元，估第 2 季營收達 101 至 104 億美元，季減 2.04 至季增 0.87%，雖因受肺炎疫情影響，下修全年產業與公司展望，但今年營收仍將優產業平均，估增 14-19%，優於市場預期，晚間 ADR 開高走高，最高大漲逾 6%。台積電估第 2 季營收達 101 至 104 億美元，季減 2.04 至季增 0.87%，高標有機會改寫去年第 4 季寫下的新高紀錄，若以 1 美元兌換 30 元計算，台積電第 2 季營收估達 3030 至 3120 億元，毛利率估 50-52%，營益率 39-41%，維持高檔。台積電總裁魏哲家表示，目前未看到客戶需求趨緩，高效運算產品受惠居家工作等需求驅動，需求更強勁，但近來受新冠肺炎疫情影響，手機需求已較先前預期疲弱，且由於肺炎疫情對市場帶來不確定性，保守看待下半年市況。財務長黃仁昭預期，下半年營收將持平上半年至微幅衰退。也因疫情干擾，台積電下修今年產業與公司展望，估晶圓代工產值年增 7-13%，低於上季預估的 17 %，就台積電而言，受惠高效運算動能優預期，樂觀看今年營收仍可成長 14-19%，中位數為 16.5%，略低於上次預估，但打破市場估下修至僅年增個位數的傳言。市場原先預期，疫情干擾下，台積電恐下修全年資本支出，但黃仁昭表示，即便肺炎疫情帶來不確定性，仍看好未來幾年高效運算、5G 需求，將持續布局先進製程，重申今年資本支出金額維持不變，約 150 至 160 億美元。先進製程方面，台積電 5 奈米下半年將進入量產，產能會快速拉升，但估將侵蝕下半年毛利率 2-3%；台積電也首度公布 3 奈米量產時程，研發照進度進行中，將採用 FinFET 架構，預計 2022 年下半年量產。對於美國政府將進一步擴大對華為的限制，董事長劉德音表示，若美國政府改變相關規則，台積電短期將受影響，但長期來看，供應鏈將重新調整並取得平衡。,"[['高標', '減', '有機會'], ['魏哲家', '表示', '疲弱'], ['手機需求', '受', '新冠肺炎疫情影響'], ['肺炎疫情', '帶來', '不確定性'], ['長黃仁昭', '預期', '下半年營收持平'], ['臺積電', '修', '今年產業展望'], ['中位數', '成長', '16.5%'], ['臺積', '修', '全年資本支出'], ['黃仁昭', '表示', '肺炎疫情帶來不確定性'], ['肺炎疫情', '帶來', '不確定性'], ['5奈米', '進入', '量產'], ['臺積電', '公佈', '奈米量產時程'], ['董事長劉德音', '表示', '供應鏈調整'], ['美國政府', '改變', '相關規則']]"
0,20200416_5,合勤控持續優化組織架構 持股家數降至32家網通業者合勤控 () 調整組織加購，今 (16) 日公告，董事會決議，解散清算持股 100% 的 Zyxel Middle East FZE，持股家數降至 32 家。合勤控表示，Zyxel Middle East FZE 主要經營銷售及行銷業務，但因為持續虧損，以及面臨業務緊縮困境，因此清算解算。合勤控近年積極透過調整組織架構，解散業務不佳、虧損的子公司，藉此調整體質，去年就解散清算 Zyxel Malaysia Sdn Bhd、Zyxel Singapore Private Ltd.、VICTOR BLUE LIMITED、益科股份有限公司等 4 家子公司。,"[['持股家數', '降至', '32家網通'], ['持股家數', '降至', '32家網通'], [')業者合勤控', '調整', '組織加'], ['持股家數', '降至', '32家'], ['合勤控', '表示', 'EastFZE經營銷售業務'], ['EastFZE', '經營', '銷售業務']]"
0,20200416_6,STO擬今年上路 財政部：比照有價證券課徵千分之一證交稅證券型代幣 (STO) 預計今 (2020) 年上路，由於金管會定調 STO 將視同有價證券管理，財政部今 (16) 日發布解釋令，拍板 STO 交易將比照目前的有價證券，課徵千分之一的證交稅。STO 是指透過區塊鏈技術將資產以方式證券化，並比照實體有價證券納入證交法規範管理，預估未來正式上路後可望成為企業募資的新工具。金管會先前已拍板定調，STO 具備流動性與投資功能，將視同有價證券管理，並規劃今年先開放業者申請募資金額低於 3000 萬元的 STO 上路。財政部表示，STO 上路後，募資金額低於 3000 萬元者將比照實體有價證券，交易人在買賣時皆須課徵千分之一的證交稅，並由交易平台代為課徵。,"[['STO', '視', '同有價證券管理'], ['STO拍板交易', '徵', '證交稅'], ['STO', '指', '證券化'], ['實體', '納入', '有價證券'], ['STO', '具備', '流動性功能'], ['開放業者', '申請', 'STO上路'], ['募資金額', '低於', '3000 萬元'], ['募資金額', '低於', '3000 萬元'], ['財政部', '表示', '交易人徵證交稅'], ['募資金額', '低於', '有價證券'], ['交易人', '徵', '證交稅']]"
0,20200416_7,日廣告集團取得格威傳媒69%股權 公開收購條件成就格威傳媒 () 今 (16) 日公告，日本第二大廣告行銷集團博報堂公開收購公司普通股已於昨 (15) 日屆滿，累積應賣股數已超過最低收購數量，取得格威傳媒約 69.09% 股權，且已獲經濟部投審會通過，公開收購條件已成就。博報堂集團以其在台的台北博報堂投資公司，公開收購格威傳媒，預定公開收購對價為每股 69 元，預計以現金收購約 2685 萬股，約占格威傳媒 73.5% 股權，成格威最大單一股東。台北博報堂投資公司所定的最低收購數量為 1703.9906 萬股，在 4 月 13 日 13 時 19 分時，累積應賣股數已超過最低收購數量，並於同日取得經濟部投審會核准此投資申請，公開收購條件均已成就，目前累積應賣、實際成交數量為 2524.7372 萬股。博報堂總部位於日本東京，是一家具有百年以上歷史，世界排名第六、日本排名第二的綜合廣告代理商，提供整合式行銷方案，目前在全球 20 個國家有超過 150 個據點。博報堂看好 ，格威傳媒客戶關係極佳，並深耕台灣廣告市場，且能夠提供客戶高品質行銷專業能力及多樣化方案，盼透過將格威傳媒納入博報堂集團，可結合兩公司專長，拓展在台廣告市場業務發展，並藉由國際化營運規模，協助台灣廣告業發展。,"[['日廣告集團', '取得', '收購條件'], ['日廣告集團取得收購條件', '格威傳媒', '股權'], ['其', '在', '臺'], ['博報堂集團', '收購', '格威傳媒'], ['公開收購對價', '爲', '69元'], ['收購數量', '爲', '萬股1703.9906'], ['賣股數', '超過', '收購數量'], ['賣數量', '爲', '2524.7372萬股'], ['博報堂總部', '位於', '日本東京'], ['一家', '具有', '百年以上歷史']]"
0,20200416_8,沃旭與大三商航運簽15年租約 打造首艘台灣籍離岸風電運維船離岸風電廠沃旭能源今 (16) 日宣布，與台灣大三商航運公司簽訂 15 年船舶租約，由大三商航運負責為「大彰化離岸風場」打造全球第一艘台灣籍運維作業船 (SOV)，預計 2022 年初完工，可載運 60 名技術人員，且每月僅需靠港補給一次。大三商航運為台廠大統海運及日本株式會社商船三井所成立的合資公司，此租約是台灣市場及亞太地區客製化運維作業船建造首例。沃旭能源台灣總經理汪欣潔表示，除在台中港投資興建全新運維中心，也是台灣及亞太區唯一採用客製 SOV 運維作業船，作為離岸風場運維解決方案的能源業者。汪欣潔也說，沃旭與傳統船運業者簽署長達 15 年的 SOV 合約，可協助本地廠商成功轉型跨足離岸風電產業，並取得離岸風場的長期運維業務。該 SOV 運維作業船預計 2022 年初完工，結合同年落成的全新運維中心，以台中港為基地，負責大彰化離岸風場的運維工作。大三商航運打造的運維作業船，是全球首艘因應台灣海峽複雜且險峻海象狀況，量身打造的運維作業船，整艘 SOV 將以沃旭歐洲運維船隊設計為基礎，並優化升級。除船員外，該運維作業船能載運 60 名技術人員，每月僅需靠港補給一次，相較於使用人員運輸船 (CTV)，每次最多僅能載運 24 人，且需要當日來回運維港，效率更佳，也提供運維人員舒適的船艙、休閒娛樂空間、健身設施、現煮餐點。沃旭能源表示，SOV 將配備先進科技，包含搭載動態補償舷梯、採用先進船舶動態定位系統、配備 3D 動態穩定技術的起重機。且為降低對環境的影響，該 SOV 未來將可搭配不使用化石燃料作為動力來源的技術，並透過優化船體設計，及配置電池混和動力系統，減少船舶燃料使用，降低碳排放。,"[['大三商航運', '爲', '臺廠大統海運'], ['此租約', '是', '臺灣市場建造首例'], ['臺灣總經理汪欣潔', '表示', '也是作爲能源業者'], ['汪欣潔', '說', '沃旭簽署SOV合約'], ['沃旭', '簽署', 'SOV合約'], ['沃旭簽署SOV合約', '長達', '15年'], ['運維作業船', '預計', '結合運維中心'], ['作業船', '是', '作業船'], ['因', '應', '臺灣海峽複雜狀況'], ['船能', '載運', '技術人員'], ['沃旭能源', '表示', 'SOV配備先進科技'], ['SOV', '配備', '先進科技'], ['該SOV', '搭配', '使用化石燃料技術'], ['不', '使用', '化石燃料']]"
0,20200416_9,金管會力催國銀放貸挺企業 備抵呆帳提存率調降一年為鼓勵銀行積極承作紓困貸款，金管會主委顧立雄今 (16) 日在行政院紓困記者會上表示，已與央行達成共識，不管公、民營銀行，只要承作央行轉融通資金 2000 億元的放款，銀行提列備抵呆帳率可以降到 0.5%，以減輕銀行資金成本壓力，回溯至 4 月 1 日起實行一年。金管會表示，為強化本國銀行貸款風險承擔能力，依法銀行一般授信的備抵呆帳提存比率要達 1%，不動產放款的備抵呆帳提存率則要達 1.5%。但此次因應新冠病毒肺炎，為鼓勵銀行積極對中小企業紓困貸款，銀行只要承做央行轉融通資金 2000 億元的放款，提撥的備抵呆帳率降到只要 0.5%。金管會說明，考慮到央行 2000 億是有範圍限制，中小企業放款由信保基金已保證九成、小規模商家有信保十成保證，銀行信用風險已大幅降低，加上期間限制為一年，且貸款利率是 1%，銀行每筆放款成本只要 0.75%，向央行融通利率 0.25%，再提存 0.5% 的備抵呆帳即可，有助銀行大幅降低成本，希望銀行可以積極放貸助中小企業一起度過難關。,"[['金管會主委顧立雄', '表示', '達成共識'], ['提列備抵呆帳率', '降以', '減輕銀行資金成本壓力'], ['金管會', '表示', '授信備抵呆帳提存比率達1%'], ['授信備抵呆帳提存比率', '達', '1%'], ['金管會', '說明', '央行2000億有範圍限制'], ['央行2000億', '有', '範圍限制'], ['中小企業放款', '保證', '小規模商家有信保十成保證'], ['小規模商家', '有', '信保十成保證']]"
