,News,All,SVO
0,20141217_2700,◆外資連續5日賣超個股外資連續5日賣超個股1.外資連續賣超5日的股票(2317)鴻海  、 (2887)台新金、 (2882)國泰金、 (2891)中信金、 (2890)永豐金2.外資連續賣超4日的股票(2317)鴻海  、 (2887)台新金、 (2882)國泰金、 (2330)台積電、 (2891)中信金3.外資連續賣超3日的股票(2317)鴻海  、 (2887)台新金、 (2883)開發金、 (2330)台積電、 (2890)永豐金4.外資連續賣超2日的股票(2317)鴻海  、 (2887)台新金、 (2883)開發金、 (2330)台積電、 (2890)永豐金5.外資當日(16)賣超的股票(2317)鴻海  、 (2883)開發金、 (2887)台新金、 (2890)永豐金、 (2303)聯電,"[['外資', '賣', '個股外資']]"
0,20141217_2701,◆投信連續3日賣超個股投信連續3日賣超個股1.投信連續賣超3日的股票(2891)中信金、 (2317)鴻海  、 (2409)友達  、 (2311)日月光、 (3189)景碩2.投信連續賣超2日的股票(2409)友達  、 (2317)鴻海  、 (2311)日月光、 (2891)中信金、 (2883)開發金3.投信當日(16)賣超的股票(2891)中信金、 (2311)日月光、 (2317)鴻海  、 (2474)可成  、 (2883)開發金,[]
0,20141217_2702,【鉅亨-盤前掃瞄】基本面1.16日交易日以31.327元兌1美元作收，收盤升1.50分，成交值為11.54億美元。2.集中市場16日外資賣超 98.30億元，投信賣超 8.00億元，自營商賣超 0.10億元。3.集中市場16日融資餘額較前1日增加10.15億元，成為2038.65億元，融券餘額較前1日減少   1397 ，成為497543張。,"[['成交值', '爲', '11.54億美元'], ['16日外資賣', '超', ' 98.30億元'], ['自營商賣', '超', '0.10億元'], ['.', '集中', '市場'], ['融資餘額', '增加', '10.15億元'], ['融券餘額', '成爲', '2038.65億元']]"
0,20141217_2703,【鉅亨-盤前掃瞄】技術面1.5日均線9001.82點，10日均線9093.22點，20日均線9096.59點。2.6日RSI為 5.38，12日RSI為31.70。3.9日K值為18.17， 9日D值為33.21。4.20日乖離率為-1.60。,"[['RSI', '爲', '5.38'], ['12日RSI', '爲', '31.70'], ['K值', '爲', '18.17'], ['D值', '爲', '33.21'], ['日乖離率', '爲', '1.60']]"
0,20141216_2704,金控、子公司間共同行銷 個資使用設緊箍咒金控法修法前，金控旗下子公司取得的客戶個資包含姓名、電話、身份證字號，出生年月日等，在獲客戶同意後，可作為金控旗下其他子公司行銷使用，但金控法修法後，金控子公司獲客戶同意後，作為共同行銷的個資只限「姓名」及「地址」。金管會表示，除經客戶同意者外，金控子公司間共同行銷的個資不得含有客戶姓名或地址以外的其他資料。金管會還限制，金控與客戶的往來契約，應訂定讓客戶選擇是否同意提供姓名或地址以外的其他資料作為行銷使用的欄位及簽名處，另為保留金融機構實務執行的彈性，該往來契約內應列名運用資料的子公司名稱部分，刪除「供客戶勾選」的規定，並增訂金控因其組織異動，而增減子公司時，應於金控及其子公司網站公告。金管會強調，金控子公司接獲客戶通知停止使用其資料，原則應「立即停止」所有子公司交互使用其資料，惟如客戶明確表示僅停止部分子公司交互使用其資料時，得依客戶通知的意旨辦理。,"[['緊箍咒金控法', '修', '緊箍咒金控法'], ['客戶個資', '包含', '等姓名'], ['金控法', '修', '客戶同意'], ['金管會', '表示', '行銷個資含有客戶姓名'], ['行銷個資', '含有', '客戶姓名'], ['金管會', '限制', '往來契約訂定讓'], ['往來契約', '訂定', '讓'], ['其他資料', '作爲', '使用欄位'], ['列名', '運用', '資料'], ['客戶', '勾', '選'], ['會', '強調', '原則停止其資料'], ['金控子公司', '接獲', '客戶通知'], ['原則', '停止', '其資料'], ['客戶', '表示', '辦理'], ['僅', '停止', '部分子公司使用其資料'], ['部分子公司', '使用', '其資料']]"
0,20141216_2705,部分證券商自有資本適足比率門檻 金管會放寬為提升證券商之資金運用效率，增加證券商競爭力，金管會今(16)日宣布，放寬部分證券商自有資本適足比率門檻之規定。金管會研議修正證券商辦理證券業務借貸款項管理辦法、證券商辦理有價證券借貸管理辦法、證券商辦理客戶委託保管及運用其款項管理辦法、證券商辦理有價證券買賣融資融券管理辦法、證券商辦理財富管理業務應注意事項等規定及相關函令，將於近期發布施行。修正重點如下：一、放寬證券商申辦相關證券業務之自有資本適足比率要求：將證券商申辦證券業務借貸款項、有價證券借貸、客戶委託保管及運用其款項、有價證券買賣融資融券、財富管理、客戶委託辦理應付交割款項投資貨幣市場之行紀、運用客戶買賣有價證券結餘款項之代理、自行買賣外國有價證券及從事外國衍生性金融商品避險交易、擔任創始機構、擔任華僑及外國人投資證券管理辦法第17條規定之保管機構等之自有資本適足比率調降至150%。另對有特殊需要之證券商，得專案核准放寬其轉投資各事業之自有資本適足比率規定。二、放寬證券商辦理證券業務借貸款項規定：參酌證券商辦理有價證券買賣融資融券融通期限、擔保品範圍、最高融資限額之調整，一致放寬相關規定。三、其他：證券商辦理財富管理業務，明定涉及全權委託投資業務之委託人指定營運範圍或方法之集合管理運用業務種類，亦應設置專責單位等相關規定；復考量該業務種類之申請方式，是送中華民國信託商業同業公會審查後轉報金管會核准，因此配合修正證券商總公司以信託方式辦理財富管理業務之申請程序。,"[['自有資本', '適足', '比率門檻'], ['金管', '放寬爲', '提升資金運用效率'], ['自有資本', '適足', '比率門檻'], ['自有資本', '適足', '比率門檻'], ['研議證券商', '辦理', '規定'], ['證券商', '辦理', '有價證券借貸管理辦法'], ['證券商', '辦理', '等事項'], ['證券商', '辦理', '管理業務'], ['證券商', '辦理', '管理業務'], ['放寬證券商', '申辦', '證券業務'], ['放寬證券商', '申辦', '證券業務'], ['自有資本', '適足', '比率要求'], ['證券商', '申辦', '等款項'], ['客戶', '委託', '其款項'], ['交割款項', '投資', '貨幣市場'], ['對', '有', '特殊需要'], ['證券商', '辦理', '財富管理業務'], ['明定', '涉及', '全權委託投資業務委託人指定營運範圍'], ['全權', '委託', '投資業務'], ['全權', '委託', '投資業務'], ['全權委託投資業務委託人', '指定', '營運範圍'], ['申請方式', '是', '報金管會覈准'], ['證券商總公司', '辦理', '財富管理業務'], ['信託方式', '辦理', '財富管理業務']]"
0,20141216_2706,"抓到違法「皮包客」！外資巴克萊遭重罰1200萬元 創業界最高外資巴克萊銀行台北分行因協助未在台設立據點的香港關係企業「巴克萊亞洲資本公司」，以非法「皮包客」在台銷售海外金融商品，被金管會重罰1200萬元，罰鍰金額更創業界受罰最高，同時，禁止該行一年內申請新種業務，即金融進口替代業務一年內都不能申請。金管會表示，巴克萊銀行台北分行自100年起至103年5月，長期提供營業場所及設備，協助未經核准在臺設立據點的香港關係企業巴克萊亞洲資本公司(Barclays Capital Asia Limited)人員於我國境內銷售結構型及固定收益商品，銷售對象包含銀行、保險、證券以及投信等金融機構，交易件數有數百筆之多，此「皮包客」的違法行為，經核該行未確實執行內部控制制度，已違反銀行法以及金管會函令。巴克萊銀行台北分行還於2010年到2011年中，代籌備中的「台灣巴克萊資本證券公司」聘僱工作人員並支付薪資，影響分行獲利達4,768萬元，且代墊款項也未獲償還，無法確保台北分行財務資訊的可靠性。金管會表示，上述二項違反事由，除共計罰鍰1200萬元，為銀行業最高罰鍰外，巴克萊銀行台北分行還被罰禁止一年內申請新種業務，並要求該行陸姓總經理離職。","[['未', '在', '臺設立據點'], ['金管會', '表示', '提供營業場所'], ['協助銷售結構型', '未經', '臺設立據點'], ['銷售對象', '包含', '等銀行金融機構'], ['交易件數', '有', '數百筆多'], ['工作人員', '支付', '薪資'], ['1200萬元罰', '爲', '最高罰']]"
0,20141216_2707,信用卡紅利點數 一年作廢價值高達20億元國內36家發卡銀行，有17家信用卡的紅利點數期限只有2年，民眾消費累積的點數必須在期限內兌換，否則到期馬上歸零，隨著年底將至，約有價值20億元的紅利點數恐白白作廢。金管會表示，紅利點數為發卡行額外提供給卡友的服務，發卡行一定要提前告知，若要變更契約內容，更必須提前60天告知。據金管會最新統計，累計前10月信用卡簽帳金額達1.71兆，全年可望突破2兆，若以回饋率千分之3計算，今年發卡行發出的紅利點數價值高達60億元。不過，隨著景氣回升、消費力道增加，卡友刷得多，紅利點數累積也跟著水漲船高，但是卡友卻常常沒兌換，信用卡紅利點數一年作廢價值約20億元。金管會表示，紅利點數是銀行提供給持卡者的贈品，銀行會跟商品業者簽約以提供兌換紅利的各種贈品，不過，紅利點數設了截止日期，金管會有要求點數到期前要提醒持卡者，且一定要書面或者電子郵件充份告知持卡人紅利點數的使用範圍、條件和期間，要充份告知，如果有變更要前提60天告知。,"[['作廢價值', '高達', '髮卡銀行'], ['紅利點數期限', '只有', '2年'], ['金管會', '表示', '紅利點數提供服務'], ['紅利點數', '提供', '服務'], ['紅利點數', '提供給', '卡友'], ['髮卡行', '告知', '告知'], ['信用卡', '籤', '帳'], ['簽帳金額', '達', '1.71兆'], ['紅利點數價值', '高達', '60億元'], ['金管會', '表示', '紅利點數是銀行提供贈品'], ['紅利點數', '是', '銀行提供贈品'], ['銀行', '提供給', '持卡者'], ['銀行', '簽約以', '提供各種贈品'], ['紅利點數', '設', '截止日期'], ['金管會', '有', '提醒']]"
0,20141216_2708,俄羅斯股匯風暴 金管會：國銀曝險307億元油價直直落，重創俄羅斯經濟，盧布大舉崩跌，金管會今(16)日統計，台灣本國銀行對俄羅斯的曝險僅有307億元，曝險部位比率低，俄羅斯風暴對國銀影響不大。受到原油價格重挫之衝擊，同為產油國的俄羅斯爆發股匯雙跌，為了力阻盧布遽貶，俄羅斯央行今天閃電升息，平息市場恐慌。俄羅斯的股匯風暴也引發金管會關注，金管會統計，本國銀行對俄羅斯的曝險為307億元，銀行授信的部分178億元、投資為129億元，本國銀行對俄羅斯的曝險影響不大。金管會表示，目前狀況還在控制中，金管會持續觀察，銀行對於單一金融機構、國家等是否有集中度比較高問題。,"[['16日', '統計', '對曝險僅有307億元'], ['對曝險', '僅有', '307億元'], ['股匯風暴', '引發', '金管會關注'], ['對曝險', '爲', '307億元'], ['投資', '爲', '129億元'], ['金管會', '表示', '還在'], ['狀況', '還在', '控制中'], ['銀行', '有', '高問題']]"
0,20141216_2709,瑞銀：明年油價恐見3字頭 但將迅速反彈 優先布局3大題材張繼文認為油價明年就會觸底，到時候再介入能源、俄羅斯基金。(鉅亨網記者許庭瑜攝)國際油價跌跌不休，對此瑞銀投信投資部主管張繼文認為，2015年油價還可能再探低，且達到2008年金融海嘯的水準每桶30美元，不過隨即油價將會大幅反彈，預估可望回升至70-80美元。而在油價走低的情況下，可以優先布局3大題材，包括航空運輸、美國消費，以及亞洲股市。張繼文指出，雖然油價今年來已經下修近5成，不過仍然有往下跌的空間，最低也可能會來到3字頭，只是在這樣的環境下，勢必有許多產油公司將面臨倒閉、減產的危機，因此油價將會快速回升至平衡，2015年油價仍上看80美元。而在低油價投資題材上，航空運輸類股因為成本降低會率先受惠，另外美國消費也可能受此刺激，並且帶動美股走勢，最後則是亞洲石油進口國，根據資料顯示，油價每跌10%，亞洲各國GDP就可望年成長0.15%-0.5%。至於能源股部分，短期還是要盡量避開，同時美國高收益債券中也有許多能源債券，因此也將會受到拖累。不過由於預估明年油價觸底後將會快速反彈，所以張繼文認為，當油價出現3字頭後，將可以開始布局能源基金或者俄羅斯基金。另外瑞銀財富管理投資總監辦公室則提出，目前應該降低對低油價更為敏感的高風險債券部位配置，即美國高收益債券和以美元計價的新興市場主權債券。但由於對全球經濟看法仍正面，因此利用近期市場走跌機會，加碼瑞士股票和短存續期的美國投資級債券。,"[['大題材張繼文', '認爲', '油價觸底'], ['瑞銀投信投資部主管張繼文', '認爲', '油價探低'], ['且', '達到', '金融海嘯'], ['張繼文', '指出', '有跌空間'], ['許多', '產', '油'], ['產油公司', '面臨', '倒閉危機'], ['油價', '回升至', '平衡'], ['油價', '看', '80美元'], ['美國消費', '受', '此刺激'], ['油價', '跌', '10%'], ['高收益債券中', '也有', '能源債券'], ['張繼文', '認爲', '開始佈局能源基金'], ['油價', '出現', '3字頭'], ['瑞銀財富管理投資總監辦公室', '提出', '降低債券部位配置'], ['市場', '走', '跌']]"
